
            Article ID,Newspaper Title,Newspaper City,Newspaper Province,Newspaper Country,Year,Month,Day,Article Type,Text,Keywords
        ID297,Scotsman,Edinburgh,Scotland,United Kingdom,1841,03,20,inform,On Monday a discussion of some interest took place in the House of Commons relative to the affairs of South Australia. Owing to certain defects in its government that colony has fallen into a state of financial embarassment requiring immediate relief. Lord John Russell traced the history of the settlement from its foundation and stated that while its revenue does not exceed t20000 its expenditure has increased to the enormous sum of t130000 a year ! At present its affairs are managed by commissioners the responsible Ministers of the Crown having no direct control over its expenditure. This is manifestly an evil and must form the subject of future legislation but in the meantime it is necessary to provide for the payment of certain bills now over-due. Accordingly Lord John Russell proposed that her Majesty should be authorized to guarantee a loan of t210000 for this purpose. Lord Stanley concurred generally in the views of the noble Secretary for the Colonies but though that the Government ought not to demand a loan until they had brought in a bill to explain distinctly the principles on which they proposed that the colony should henceforth be governed. Sir Robert Peel suggested that the Government should ask a vote of credit for the sum required which as it met the urgency of the case was ultimately agreed upon and the subject was deferred till Friday. ,undefined
        ID298,Scotsman,Edinburgh,Scotland,United Kingdom,1841,03,31,inform,New South Wales Mr Grote rose to move a series of resolutions in con demnation of the application of a part of the Land and Emigration Fund of New South Wales to the maintenance of gaols and police in that colony. It was in 1831 that this expense antecedently borne by the Home Government was for the first time thrown upon the colony whose revenues were then found to yield considerable surplus of revenue beyond expenditure. The charge so imposed at that time was calculated to be about t25000 a year ; and had that been all the colony would have borne it without a murmur; but in fact it had ever since averaged nearly t60000. It was not reasonable to impose such a charge on the colony on account of gaols and police constituted not the ordinary uses of a colonial society but for the peculiar purposes of our transportation system. The argument urged by the Home Government was that the expense was chiefly caused by the extensive distribution of convicts by assignment throughout the colony whose settlers drew a proportional profit from the labour so assigned. But that assignment was a gain not more to the colonists who obtained the labour than to the mother country which saved the expense of maintaing the labourers. Whatever value the mother country might be entitled to claim for the labour of the convicts ought in strictness to fall not on the colony at large but on the individual employers; and if there were valid reasons against an exaction of premium from them still it was unjust to throw the obligation upon the colony at large. That was to pay private wages out of public rates. This one charge on the oclony was sufficient on account for all that embarassment in its finances which had been growing for the last six years. It had been enabled to defray the impact only by resorting to the emigration fund and thus checking emigration itself. No less than t260000 had been abstracted from that fund to meet these costs of jails and police. The diversion of that fund from emigration was a great evil both to the colony where labour is so pressingly needed and to the poor of this country to whom that refuge is so material. He considered the emigration fund as held by the Government in trust for the united intersts of the colony and of the mother country. The great extent of sales of land in the colony had been ? owing to the belief of the colonists that the proceed? would be applied to emigration. The hon. member was proceeding to cite the opinions of various persons in favour of this strict application when a motion was made to count the House and it adjourned for want of its quorum? of 40 members. ,undefined
        ID299,Scotsman,Edinburgh,Scotland,United Kingdom,1841,04,14,inform,We have received a copy of a Series of Resolutions passed on the 23d of October 1840 by the Legislative Council of New South Wales on the subject of immigration into colony. The object of these resolutions is to encourage emigration from the mother country by showing the demand for labour in New South Wales and the advantages offered to the immigrant. We have only room for a few of the more important resolutions : Resolved. That there exists throughout the colony an urgent and increasing want of working hands in every branch of industry ; that there is ample employment for emigrants at highly renumerating wages without the interruption in this mild climate experienced in colder countries during the winter months ; and that even during the worst period of the past severe drought no persons able and willing to work found any difficult in procuring advantageous employment. Resolved. That in the opinion of this Council there can be no more advantageous field for the employment of industry than is presented in New South Wales– experience proving that able-bodied sober industrious and careful emigrants may within a few years after their arrival rise form the condition of labourers to be themselves employers of labour; by which process and by the progressive increase of the flocks and herds of the colony a constant demand for additional labourers is created sufficient to remove all apprehension of a dearth of employment for as many as may arise. Resolved. That this Council would particularly instance the large and increasing sums at the credit of the working classes in the Savings Bank of New South Wales as affording gratifying evidence of their prosperous condition the deposits having increased from t24469 the amount on 31st December 1835 to t127000 on 31st August 1840. Resolved. That great additional advantage must accrue to the mother country from the large consumption in this colony of British produce and manufactures the declared value of which from 1826 to 1839 according to the official returns for that period amounted to more than eight millions sterling having progressively increased from t280000 the amount in 1826 to t1251969 in 1839 ; whilst the exports from the colony including the produce of the fisheries increased from t106600 in the former year to t948776 in the latter–the total amount being t6187530 for the whole period. Resolved. That the trade between the mother country and this colony together with the whale fisheries in the adjourning seas also affords a valuable nursery for seamen important in this respect in proportion to the distance from Great Britain and calculated to strengthen and secure her maritime power ; and that this field for the employment of British shipping must increase with the growing prosperity of the colony– considerations which appear to this Council to constitute a strong additional claim on the part of the colony to the fostering care of the British Government. ,undefined
        ID300,Scotsman,Edinburgh,Scotland,United Kingdom,1841,04,07,inform,Emigration to New Zealand. –On Friday the Tyne left the London Dock and proceeded down the river on her voyage to Port Nicholson New Zealand. The Tyne is a fine new vessel and she takes out 50 mechanics and labourers with their families from the Emigration Depot at Deptford besides a number of other passengers amongst whom are Mr Swainson Chief Justice and Mr Martin Attorney-General of the new colony to which sations they have been recently appointed. The arrangements for the comfort of the emigrants on board were certainly very complete ; and it must be gratifying to know that those persons sent out by the company will be provided with a large proportion of their provisions fresh a great quantity of patent preserved provisions being shipped for that purpose on board the Tyne. There are a greater number of children than usual in the Emigration Depot–many of the families consisting of from eight to twelve individuals. The Prince Rupert which now lies in the London Dock will clear out on the 10th inst ; and it is supposed she will pretty well clear the depot of its present inmates. ,economic migration;emigration and immigration
        ID301,Scotsman,Edinburgh,Scotland,United Kingdom,1841,09,22,inform,New Zealand Company A very lively and interesting scene occurred on Friday off the West India Dock entrance at Blackwall by the preparation for departure of three fine vessels with improvers for Nelson the second colony of New Zealand. The Directors of the Company and several hundred persons of rank and wealth met there to bid farewell to the enterprising emigrants who appeared highly delighted with the honour extended to them and in high spirits with the anticipations of the successful result of their mission. After viewing the arrangeents made for the comfort of all on board the Directors returned to the West India Dock Tavern where a sumptuous breakfast was provided in the large room. The Duke of Sussex took the chair and was supported on the right by the Earl of Devon and on the left by Jos. Somes Esq. the Governor of the Com pany. Among the guests were the Duchess of Inverness the Duke and Duchess of Somerset Lords Cottenham Sandon Marcus Hill Clements Viscount Ebrington M.P. the Hon. Frederick Dundas Hon. Captain Drummon Messrs P. Maxwell Stewart M.P. Gowen G. F. Young W. C. Young and the Misses Young; the Hon. Mrs Douglas the Hon. Miss Petre Rev Dr Hinds J. E. Boulcott Captain Hine Sir Robert and Lady Harland Sir John Doxatt M. D.; Mr Mrs and Miss Pennington; Lieutenant Lean her Majesty's Emigration Agent; MEssrs Jordan E. G. Wakefield Dudley Costello Mr and Mrs S. C. Brees Captain Sinclair R.N.&c. &c. The rapid progress which the grand undertaking of colonizing New Zealand has made was more than once alluded to by his Royal Highness and other distinguished speakers on both sides of politics and its many advantages were dwelt upon with much sincerity of feeling. Several gentlemen of the first families go out with this expedition which will be closely followed by several first-rate ships. ,undefined
        ID302,Scotsman,Edinburgh,Scotland,United Kingdom,1841,10,09,inform,Emigration to South Australia ( From Tuesday's Gazette. Colonial Land and Emigration Office 9 Parkstreet Westminster Oct. 1 1841.–In reference to the notice published in the Royal Gazette of the 6th of August last to the effect that all emigrants in respect of whom bounty was to be claimed in New South Wales must have left this country by the 1st of November next the Commissioners of Land and Emigration do hereby give further notice in pursuance of directions from her Majesty's Secretary of State for the Colonies that in order to prevent the consequences which must ensue if vessels should continue to be engaged until too late to be dispatched by the required date no ships can be permitted to sail with a claim to bounty from the Colonial Government beyond those which shall be forthwith returned to the Commissioners of Colonial Lands and Emigration and proved to be already under engagement for the purpose.–By order of the Board John Gliddon Assis.-Sec. ,undefined
        ID304,Scotsman,Edinburgh,Scotland,United Kingdom,1841,11,17,inform,Wellington New Zealand June 18.– ( From a private letter. )–Among the latest arrivals is Mr Swainson F.R.S. the eminent naturalist by the Jane from London. He has purchased a house and intends to reside here with his family. The Governor Captain Hobson is daily expected from Auckland on a visit to Colonel Wakefield the company's agent. Several emigrant ships have lately reached us. The Katherine Stewart Forbes from London has just entered the harbour. ,shipping;society;settlement description;emigration and immigration
        ID305,Scotsman,Edinburgh,Scotland,United Kingdom,1841,11,24,inform,Emigration. –The following data will show the number of emigrants from the United Kingdom with their destination during the year 1840 derived from official sources:– To N. American Col. 27025 To Van Diem. Land 281 United States 38495 West Australia 233 West Indies 1938 Port-Philip 3201 Cape of G. Hope 513 South Australia 2911 Sydney 7811 New Zealand 1330 Total 83746 ,emigration and immigration
        ID306,Scotsman,Edinburgh,Scotland,United Kingdom,1841,12,22,inform,Tailors. –In 1836 the number of tailors and slopmakers in the town was 500 and these were fully employed; at present there are only 250 and these but partially employed; leaving 250 who are unemployed. Some have left the town and others are gone to America or Australia. ,undefined
        ID307,Scotsman,Edinburgh,Scotland,United Kingdom,1841,12,25,inform,Emigration. A Return just published shows that emigration is still proceeding upon a gigantic scale:– Emigrants from the United Kingdom in 1840. England. Scotland. Ireland. Total. To North American colonies 5303 3053 23935 32293 United States 35309 1246 4087 400 Other parts of America 44 – – 44 West Indies 745 687 159 1591 The Cape 315 8 – 323 Australia and New Zealand 14495 817 538 15850 56213 5811 28719 90743 We have not the previous Returns at hand but we believe that a larger number of emigrants never left the shores of the British Isles in one year than the above. It is startling to think that 1800 persons quit the kingom every week never to return. The natural increase of the people must be about 1100 per day of whom emigration carries off 250 leaving 850 to swell the Census. The emigration to our North American colonies was as follows:– To Canada 21209 –New Brunswick 8056 – Newfoundland 387 –Nova Scotia 972 –Cape Breton 437 Prince Edward's Island 1214 Hudson's Bay 18 32293 To Australia it was:– Swan River 224 South Australia 2748 Port Philip 3473 Sydney 7 Van Diemen's Land 299 14392 ,emigration and immigration;census
